college,curr_text,last2years,last3to5years,count,totalcases,date,serving,deglvl,group,empstatus
Virginia Highlands,Health Sciences,1,0,11,8,4/6/2020,Bristol; Smyth; Washington,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Highlands,Emergency Medical Services,0,1,11,8,4/6/2020,Bristol; Smyth; Washington,CSC,Recent Graduate,"Recent Employment, Not in Health"
Virginia Highlands,Radiography,1,0,12,8,4/6/2020,Bristol; Smyth; Washington,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Highlands,Human Services,0,1,11,8,4/6/2020,Bristol; Smyth; Washington,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Highlands,Nursing,0,1,28,8,4/6/2020,Bristol; Smyth; Washington,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Highlands,Emergency Medical Services,0,1,11,8,4/6/2020,Bristol; Smyth; Washington,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Highlands,Health Sciences,1,0,25,8,4/6/2020,Bristol; Smyth; Washington,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Highlands,Emergency Medical Services,0,1,14,8,4/6/2020,Bristol; Smyth; Washington,CSC,Recent Graduate,"Recent Employment, Not in Health"
Virginia Highlands,Health Sciences,0,1,26,8,4/6/2020,Bristol; Smyth; Washington,CERT,Recent Graduate,"Recent Employment, Not in Health"
Virginia Highlands,Health Sciences,0,1,114,8,4/6/2020,Bristol; Smyth; Washington,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Highlands,Medical Office Clerk,0,1,12,8,4/6/2020,Bristol; Smyth; Washington,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Highlands,Radiography,0,1,15,8,4/6/2020,Bristol; Smyth; Washington,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Highlands,Emergency Medical Services,1,0,12,8,4/6/2020,Bristol; Smyth; Washington,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Highlands,Emergency Medical Services,0,1,14,8,4/6/2020,Bristol; Smyth; Washington,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Highlands,Dental Assisting,0,1,15,8,4/6/2020,Bristol; Smyth; Washington,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Highlands,Emergency Medical Services,0,1,11,8,4/6/2020,Bristol; Smyth; Washington,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Highlands,Human Services,1,0,14,8,4/6/2020,Bristol; Smyth; Washington,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Highlands,Health Information Technology,0,1,14,8,4/6/2020,Bristol; Smyth; Washington,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Nursing,1,0,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Human Services,1,0,12,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Medical Office Clerk,1,0,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Western,Radiography,0,1,20,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Radiography,1,0,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Medical Office Clerk,0,1,14,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CERT,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Medical Laboratory Technology,0,1,39,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Medical Laboratory Technology,0,1,13,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Radiography,0,1,17,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Medical Laboratory Technology,1,0,15,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Medical Office Clerk,0,1,19,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Health Information Technology,0,1,13,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Dental Hygiene,0,1,28,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Health Information Technology,1,0,15,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Western,Dental Hygiene,1,0,14,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Medical Office Clerk,0,1,14,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Medical Laboratory Technology,0,1,12,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Western,Human Services,0,1,12,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Radiography,0,1,21,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Western,Health Information Technology,0,1,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Radiography,0,1,12,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Medical Office Clerk,1,0,40,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Health Information Technology,0,1,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Western,Practical Nursing,1,0,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CERT,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Nursing,0,1,21,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Radiography,1,0,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Dental Hygiene,1,0,14,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Human Services,0,1,13,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Western,Health Information Technology,1,0,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Practical Nursing,0,1,16,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Radiography,0,1,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Radiation Oncology,1,0,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Health Sciences,0,1,23,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Dental Hygiene,1,0,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Western,Radiation Oncology,0,1,16,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Medical Office Clerk,0,1,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Medical Office Clerk,0,1,21,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Western,Radiation Oncology,0,1,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Practical Nursing,1,0,16,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Human Services,0,1,19,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Nursing,0,1,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Health Sciences,0,1,17,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Medical Laboratory Technology,1,0,12,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Human Services,1,0,18,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Western,Radiography,0,1,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Health Information Technology,1,0,44,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Human Services,1,0,22,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Medical Office Clerk,0,1,12,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Western,Radiation Oncology,1,0,30,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Western,Nursing,1,0,23,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Dental Hygiene,0,1,12,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Practical Nursing,0,1,14,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CERT,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Radiography,0,1,16,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Virginia Western,Radiography,1,0,11,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Western,Medical Laboratory Technology,1,0,31,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"Recent Employment, Not in Health"
Virginia Western,Radiation Oncology,0,1,22,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Virginia Western,Medical Laboratory Technology,1,0,23,42,4/6/2020,Botetourt; Craig; Franklin County; Roanoke City; Roanoke County; Salem,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Medical Laboratory Technology,1,0,19,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Medical Laboratory Technology,0,1,12,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Dental Hygiene,0,1,15,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Health Information Technology,0,1,13,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Dental Hygiene,0,1,19,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Health Information Technology,0,1,18,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Human Services,0,1,15,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Health Sciences,0,1,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Practical Nursing,1,0,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CERT,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Health Sciences,1,0,21,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Dental Assisting,0,1,16,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Health Information Technology,1,0,14,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Medical Laboratory Technology,0,1,18,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Practical Nursing,0,1,13,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CERT,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Health Information Technology,0,1,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Health Sciences,0,1,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Medical Laboratory Technology,1,0,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Dental Hygiene,1,0,14,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Practical Nursing,1,0,12,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Medical Laboratory Technology,0,1,34,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Physical Therapist Assistant,0,1,33,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Physical Therapist Assistant,1,0,13,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Health Information Technology,1,0,15,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Physical Therapist Assistant,0,1,12,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Nursing,0,1,16,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Health Sciences,0,1,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Health Sciences,1,0,14,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Human Services,0,1,16,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Nursing,1,0,21,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Human Services,1,0,12,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Human Services,0,1,21,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Medical Laboratory Technology,0,1,52,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Dental Assisting,0,1,12,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Medical Transcription,0,1,25,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Human Services,0,1,14,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Human Services,0,1,16,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Health Sciences,0,1,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Nursing,0,1,20,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Dental Assisting,0,1,14,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Human Services,0,1,34,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Health Sciences,1,0,14,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Medical Laboratory Technology,1,0,15,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Physical Therapist Assistant,1,0,12,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Medical Office Clerk,0,1,13,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Medical Laboratory Technology,0,1,15,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Health Sciences,0,1,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Medical Transcription,1,0,17,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Medical Office Clerk,0,1,13,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CERT,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Dental Assisting,1,0,19,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Nursing,0,1,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Medical Office Clerk,0,1,17,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Medical Laboratory Technology,1,0,12,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Human Services,0,1,36,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Medical Laboratory Technology,1,0,36,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Practical Nursing,0,1,14,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Nursing,1,0,38,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Human Services,0,1,22,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Health Sciences,1,0,76,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Radiography,0,1,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Health Sciences,1,0,14,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Dental Hygiene,1,0,15,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Nursing,1,0,15,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Medical Transcription,1,0,19,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Health Information Technology,1,0,20,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Dental Hygiene,0,1,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Wytheville,Human Services,0,1,52,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Physical Therapist Assistant,1,0,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Dental Assisting,1,0,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Physical Therapist Assistant,0,1,17,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,AAS,Recent Graduate,"Recent Employment, Not in Health"
Wytheville,Health Sciences,0,1,15,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Wytheville,Practical Nursing,1,0,11,7,4/6/2020,Bland; Carroll; Galax; Grayson; Smyth; Wythe,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Blue Ridge,Nursing,,,11,55,4/6/2020,Augusta; Harrisonburg; Highland; Rockingham; Staunton; Waynesboro,CSC,Near Completer,
Blue Ridge,Health Information Technology,,,11,55,4/6/2020,Augusta; Harrisonburg; Highland; Rockingham; Staunton; Waynesboro,CSC,Near Completer,
Blue Ridge,Health Sciences,,,14,55,4/6/2020,Augusta; Harrisonburg; Highland; Rockingham; Staunton; Waynesboro,CERT,Near Completer,
Blue Ridge,Human Services,,,11,55,4/6/2020,Augusta; Harrisonburg; Highland; Rockingham; Staunton; Waynesboro,AAS,Near Completer,
Blue Ridge,Nursing,,,11,55,4/6/2020,Augusta; Harrisonburg; Highland; Rockingham; Staunton; Waynesboro,AAS,Near Completer,
Blue Ridge,Veterinary Technology,,,14,55,4/6/2020,Augusta; Harrisonburg; Highland; Rockingham; Staunton; Waynesboro,AAS,Near Completer,
Blue Ridge,Nursing,,,14,55,4/6/2020,Augusta; Harrisonburg; Highland; Rockingham; Staunton; Waynesboro,AAS,Near Completer,
Central Virginia,Emergency Medical Services,,,32,25,4/6/2020,Amherst; Appomattox; Bedford; Campbell; Lynchburg,CSC,Near Completer,
Central Virginia,Nursing,,,17,25,4/6/2020,Amherst; Appomattox; Bedford; Campbell; Lynchburg,CSC,Near Completer,
Central Virginia,Radiography,,,13,25,4/6/2020,Amherst; Appomattox; Bedford; Campbell; Lynchburg,AAS,Near Completer,
Central Virginia,Respiratory Therapy,,,46,25,4/6/2020,Amherst; Appomattox; Bedford; Campbell; Lynchburg,AAS,Near Completer,
Central Virginia,Health Information Technology,,,16,25,4/6/2020,Amherst; Appomattox; Bedford; Campbell; Lynchburg,CSC,Near Completer,
Central Virginia,Human Services,,,12,25,4/6/2020,Amherst; Appomattox; Bedford; Campbell; Lynchburg,CERT,Near Completer,
Central Virginia,Emergency Medical Services,,,12,25,4/6/2020,Amherst; Appomattox; Bedford; Campbell; Lynchburg,AAS,Near Completer,
Dabney S. Lancaster,Nursing,,,11,28,4/6/2020,Alleghany; Bath; Botetourt; Buena Vista City; Covington; Lexington; Rockbridge,AAS,Near Completer,
Dabney S. Lancaster,Advanced Health Care,,,11,28,4/6/2020,Alleghany; Bath; Botetourt; Buena Vista City; Covington; Lexington; Rockbridge,CERT,Near Completer,
